478.234, -792.635, -319.495, 0.994797, 1300
815.435, -991.265, -153.809, 0.994488, 500
1324.11, -988.007, -133.119, 0.992904, 500
907.024, -1338.05, 344.478, 0.994336, 600
1456.87, -1096.96, -923.084, 0.994708, 600
1241.57, -1457.6, -173.091, 0.992329, 600
1088.91, -1711.84, 66.192, 0.993941, 600
1077.16, -1765.87, 400.557, 0.995697, 600
1287.9, -1894.97, 486.409, 0.995955, 500
1512.08, -1955.06, 430.013, 0.99703, 700
1527.01, -1950.06, 391.193, 0.9986, 600
1497.25, -1921.06, 432.25, 0.997622, 500
1430.74, -1870.07, 460.287, 0.998696, 600
1373.64, -1837.73, 491.003, 0.999149, 700
1265.73, -1880.62, 463.674, 0.997211, 400
1117.3, -1802.89, 518.309, 0.997417, 600
1055.04, -1702.17, 593.282, 0.998466, 700
1006.53, -1664.31, 624.621, 0.998432, 600
1062.75, -1635.15, 605.581, 0.99893, 400
1093.43, -1569.3, 561.5, 0.998795, 400
1107.32, -1504.14, 516.203, 0.998619, 600
1101.76, -1530.6, 537.645, 0.999376, 600
1114.53, -1522.78, 510.704, 0.999267, 700
1109.42, -1530.64, 529.752, 0.999413, 800
1097.55, -1559.17, 532.982, 0.998754, 700
1084.32, -1613.89, 557.813, 0.998233, 700
1136.55, -1644.06, 627.596, 0.998416, 800
1174.34, -1625.39, 629.499, 0.998859, 500
1184.28, -1602.04, 590.884, 0.999195, 700
1218.41, -1624.34, 567.206, 0.999346, 500
1199.73, -1630.55, 561.446, 0.999086, 300
1159.17, -1633.19, 572.418, 0.99882, 400
1072.15, -1597.41, 604.918, 0.998665, 300
1062.45, -1549.26, 625.984, 0.999114, 300
1064.58, -1525.03, 623.522, 0.999331, 200
1081.22, -1515.86, 604.372, 0.999371, 300
1080.82, -1511.16, 570.637, 0.99949, 300
1073.77, -1511.28, 560.161, 0.999181, 300
1065.6, -1523.79, 588.131, 0.999421, 300
1053.59, -1535.33, 610.348, 0.999071, 500
1081.47, -1544.37, 630.58, 0.999143, 300
1088.66, -1544.57, 630.461, 0.999325, 500
1098.94, -1551.42, 623.102, 0.999701, 900
1121.6, -1534.12, 635.171, 0.999347, 800
1101.76, -1542.45, 635.94, 0.999547, 800
1093.33, -1556.33, 637.57, 0.999093, 600
1090.39, -1557.17, 638.956, 0.9995, 500
1073.1, -1537.36, 653.128, 0.999573, 500
1059.28, -1529.64, 674.309, 0.999505, 700
1055.69, -1518.27, 678.852, 0.999557, 600
1054.15, -1518.01, 659.001, 0.999709, 500
1050.78, -1482.68, 613.67, 0.999315, 500
1046.06, -1490.23, 614.168, 0.999603, 700
1040.17, -1499.64, 618.32, 0.999694, 400
1031.45, -1502.36, 613.822, 0.999542, 300
1021.1, -1524.21, 634.907, 0.999252, 200
1029.08, -1533.55, 646.713, 0.999521, 500
1055.87, -1547.77, 623.559, 0.999701, 300
1075.57, -1570.94, 611.081, 0.999633, 300
1073.14, -1575.47, 601.904, 0.999707, 500
1059.67, -1576.34, 597.324, 0.999725, 500
1039.83, -1592.44, 596.98, 0.999272, 700
1012.12, -1559.69, 612.913, 0.999201, 800
1016.88, -1529.97, 605.365, 0.999422, 700
1036.32, -1537.8, 595.285, 0.999719, 800
1042.56, -1544.21, 593.316, 0.999749, 400
1042.06, -1548.08, 595.505, 0.999824, 600
1043.88, -1547.04, 589.669, 0.999828, 400
1043.3, -1546.3, 585.288, 0.999638, 300
1044.54, -1543.72, 574.693, 0.999538, 400
1048.68, -1553.96, 601.342, 0.999322, 500
1065.78, -1571.1, 624.589, 0.999522, 500
1073.84, -1575.29, 606.091, 0.999869, 300
1080.9, -1606.38, 595.368, 0.999633, 400
1068.88, -1598.59, 605.147, 0.999685, 400
1049, -1587.39, 614.005, 0.999582, 300
1049.91, -1576.27, 612.1, 0.999719, 600
1060.85, -1567.11, 605.408, 0.999728, 500
1063.64, -1567.42, 601.742, 0.999773, 600
1062.26, -1571.43, 596.851, 0.999874, 400
