-0.005005, -0.007942, 0.004528, -0.010069, -0.004240, 9.721984, 0.041382, -0.473022, -0.086548, 965.066040, 0.999215, -0.000068, -0.000037, 0.039609, -0.000139, -0.000068, 0.079239
-0.004693, -0.006696, 0.004839, -0.013063, -0.009629, 9.717793, 0.039185, -0.471802, -0.092529, 983.436035, 0.996825, -0.000148, -0.000051, 0.079630, -0.000304, -0.000077, 0.159428
-0.004693, -0.006384, 0.002658, -0.011865, -0.000648, 9.715397, 0.036865, -0.476807, -0.093384, 1001.796021, 0.992782, -0.000184, -0.000067, 0.119932, -0.000382, -0.000089, 0.240444
-0.007186, -0.007008, 0.005151, -0.004081, -0.011425, 9.720786, 0.037964, -0.477539, -0.091797, 1020.242065, 0.987083, -0.000281, -0.000131, 0.160208, -0.000596, -0.000169, 0.321804
-0.004381, -0.007319, 0.004528, -0.007075, 0.004142, 9.718989, 0.043091, -0.474731, -0.091553, 1040.022095, 0.979820, -0.000275, -0.000173, 0.199882, -0.000607, -0.000229, 0.402476
-0.008120, -0.005138, 0.005462, -0.018451, -0.004839, 9.718989, 0.036499, -0.476685, -0.102051, 1060.023071, 0.971076, -0.000353, -0.000157, 0.238771, -0.000760, -0.000137, 0.482199
-0.006251, -0.006384, 0.005462, -0.019050, -0.000648, 9.712403, 0.041748, -0.478394, -0.106079, 1080.022095, 0.961057, -0.000388, -0.000147, 0.276349, -0.000828, -0.000069, 0.559987
-0.006562, -0.005138, 0.004528, -0.006476, -0.004839, 9.714798, 0.044922, -0.471191, -0.101685, 1100.022095, 0.949898, -0.000430, -0.000184, 0.312559, -0.000932, -0.000081, 0.635771
-0.004693, -0.006696, 0.005462, -0.014859, -0.000648, 9.718390, 0.039062, -0.473389, -0.099487, 1120.022095, 0.937614, -0.000437, -0.000190, 0.347678, -0.000953, -0.000053, 0.710186
-0.008120, -0.003892, 0.005462, -0.017853, -0.000648, 9.715996, 0.038940, -0.474365, -0.101440, 1140.022095, 0.924515, -0.000490, -0.000169, 0.381146, -0.001035, 0.000061, 0.782072
-0.006562, -0.007319, 0.005462, -0.009470, -0.007234, 9.720187, 0.045044, -0.477661, -0.098999, 1160.023071, 0.910905, -0.000524, -0.000220, 0.412616, -0.001136, 0.000031, 0.850647
-0.004381, -0.005761, 0.004528, -0.016655, -0.009629, 9.714200, 0.038086, -0.471802, -0.102905, 1180.023071, 0.896740, -0.000561, -0.000222, 0.442558, -0.001202, 0.000099, 0.916898
-0.004693, -0.007008, 0.003281, -0.014859, -0.008431, 9.723780, 0.040771, -0.475586, -0.099731, 1200.023071, 0.882358, -0.000585, -0.000241, 0.470578, -0.001259, 0.000125, 0.979893
-0.004693, -0.007319, 0.007643, -0.008871, -0.003043, 9.715397, 0.039673, -0.475830, -0.097778, 1220.023071, 0.867809, -0.000573, -0.000273, 0.496898, -0.001265, 0.000096, 1.040041
-0.007497, -0.005450, 0.005151, -0.018451, -0.012024, 9.707613, 0.039795, -0.474243, -0.100342, 1240.023071, 0.853358, -0.000647, -0.000283, 0.521325, -0.001399, 0.000192, 1.096807
-0.004381, -0.008566, 0.004839, -0.007674, -0.007833, 9.717194, 0.040649, -0.469360, -0.099365, 1260.023071, 0.839143, -0.000634, -0.000333, 0.543911, -0.001425, 0.000131, 1.150181
-0.007809, -0.004826, 0.006086, -0.011865, 0.001149, 9.720786, 0.039917, -0.479126, -0.097290, 1280.023071, 0.825122, -0.000647, -0.000330, 0.564954, -0.001440, 0.000187, 1.200755
-0.002512, -0.007008, 0.004839, -0.009470, -0.003641, 9.710608, 0.039673, -0.478638, -0.105713, 1300.023071, 0.811530, -0.000613, -0.000333, 0.584311, -0.001384, 0.000175, 1.248061
-0.006874, -0.006384, 0.004839, -0.015458, 0.001149, 9.711205, 0.039551, -0.476685, -0.102173, 1320.023071, 0.798375, -0.000619, -0.000323, 0.602161, -0.001377, 0.000229, 1.292409
-0.001889, -0.006696, 0.003904, -0.017254, -0.002444, 9.717793, 0.039673, -0.471680, -0.098511, 1340.023071, 0.785752, -0.000598, -0.000287, 0.618541, -0.001296, 0.000289, 1.333769
-0.007809, -0.007942, 0.006086, -0.010069, -0.003641, 9.715996, 0.038208, -0.479492, -0.102539, 1360.023071, 0.773571, -0.000604, -0.000326, 0.633709, -0.001348, 0.000262, 1.372678
-0.003758, -0.007319, 0.005774, -0.014859, -0.009629, 9.715397, 0.041382, -0.477783, -0.089966, 1380.023071, 0.762123, -0.000614, -0.000330, 0.647432, -0.001363, 0.000292, 1.408421
-0.003758, -0.008566, 0.005151, -0.017254, -0.006036, 9.711804, 0.039673, -0.475464, -0.097290, 1400.023071, 0.751222, -0.000610, -0.000325, 0.660050, -0.001345, 0.000318, 1.441770
-0.008120, -0.005761, 0.005151, 0.001906, -0.009629, 9.724977, 0.041260, -0.477173, -0.095337, 1420.023071, 0.741017, -0.000616, -0.000396, 0.671486, -0.001445, 0.000240, 1.472426
-0.005628, -0.007319, 0.004528, -0.011266, -0.003641, 9.718390, 0.042480, -0.473022, -0.094360, 1440.023071, 0.731528, -0.000610, -0.000399, 0.681812, -0.001437, 0.000249, 1.500473
-0.006874, -0.006073, 0.005462, -0.015458, -0.007234, 9.720187, 0.040405, -0.473877, -0.093750, 1460.023071, 0.722526, -0.000646, -0.000397, 0.691344, -0.001481, 0.000320, 1.526695
-0.004381, -0.007631, 0.004528, 0.002505, -0.005438, 9.719588, 0.039429, -0.477417, -0.098022, 1480.023071, 0.714066, -0.000592, -0.000437, 0.700079, -0.001456, 0.000205, 1.551015
-0.004693, -0.006073, 0.005151, -0.013661, -0.003043, 9.718989, 0.043091, -0.477173, -0.093506, 1500.023071, 0.706423, -0.000595, -0.000408, 0.707790, -0.001418, 0.000265, 1.572730
-0.007809, -0.005450, 0.005462, -0.014859, -0.001845, 9.713002, 0.041138, -0.478882, -0.096191, 1520.023071, 0.699230, -0.000624, -0.000391, 0.714896, -0.001431, 0.000345, 1.592951
-0.006251, -0.006696, 0.007643, -0.020846, 0.002945, 9.722582, 0.044434, -0.479858, -0.090698, 1540.023071, 0.692792, -0.000634, -0.000338, 0.721138, -0.001366, 0.000447, 1.610886
-0.006251, -0.006073, 0.006709, -0.009470, 0.009531, 9.718989, 0.041748, -0.475708, -0.090454, 1560.023071, 0.686763, -0.000594, -0.000295, 0.726881, -0.001245, 0.000458, 1.627538
-0.007186, -0.007319, 0.006086, -0.014260, -0.010228, 9.721385, 0.042480, -0.479858, -0.094116, 1580.023071, 0.681279, -0.000625, -0.000317, 0.732023, -0.001315, 0.000484, 1.642574
-0.005939, -0.007631, 0.004528, -0.011266, -0.004240, 9.711804, 0.039551, -0.480713, -0.096924, 1600.023071, 0.676123, -0.000617, -0.000318, 0.736788, -0.001303, 0.000479, 1.656616
